0.0	0	0	0	0
0.105	0.003833345431443853	-2.377703272192965e-05	0.004394996929510423	-0.0005777840025918927
0.211	0.011489762358806948	-1.1776628857681017e-05	0.013142567292730964	-0.0005293070399255604
0.303	0.01629685109760549	-7.018084073377843e-06	0.020198675079772663	-0.00047524077683966295
0.402	0.02415196972920807	-1.2609970541701914e-05	0.029380524248664375	-0.0002826399711322757
0.505	0.033677412353513146	-1.39586323294914e-05	0.040096304236244815	-0.0014431271454355943
0.608	0.04181414129572716	-1.818285976667814e-05	0.05104162016745113	-0.001217020093847656
0.701	0.05140870801877227	-1.2199126246211254e-05	0.06261502585633114	-0.0007429138427289723
0.803	0.06366251472773866	-2.002255043844098e-05	0.07574717328668144	-0.001580323368574915
0.917	0.07523929028723311	-3.884658769584289e-05	0.08882622885330659	-0.0034691098135266395
1.0	0.08353684783393558	-5.323579025480027e-05	0.0994439940868757	-0.0036320615602675266
1.117	0.09685513466916786	-6.953353342300386e-05	0.11555820514965764	-0.004211584394059081
1.203	0.10547725165724137	-8.437014813768926e-05	0.12572546908355245	-0.004931679177038355
1.309	0.11794072125020354	-0.00010744767172306937	0.1415144051270982	-0.004949121883282558
1.407	0.1293050361937483	-0.00012664658599102595	0.15768751078601906	-0.0048601268057034165
1.502	0.1395048509196251	-0.00014370082144973402	0.1693185747819902	-0.004496713486932923
1.608	0.1523540540691331	-0.0001573062144925916	0.18502382773811946	-0.004058724102453397
1.7149999999999999	0.1665859182512523	-0.00014028338832181288	0.20321977738181185	-0.00363535255889416
1.8010000000000002	0.17437658436633469	-0.00014988398621218694	0.21435576148761842	-0.003856143083583636
1.911	0.18480863077071627	-0.0001503897215699412	0.2287920624970592	-0.0035528208394998762
2.004	0.199114583185951	-0.00014448685313279278	0.24487412976326983	-0.003454476060194226
2.11	0.21095017055686713	-0.00015991324142958457	0.25951511963409657	-0.0036452530337737947
2.204	0.22545341103101682	-0.00015473551802630935	0.2746129481464274	-0.0037097415922160634
2.302	0.2333824034422588	-0.0001550592143836883	0.2888509256495226	-0.004676870776395413
2.404	0.24660739095608486	-0.00015310012740410575	0.3014880619278553	-0.004602716251173559
2.501	0.2585276786522883	-0.00013680976802885094	0.3162652488485268	-0.004340188917574984
2.604	0.2704681466001598	-0.00011072573591520834	0.3300209375437844	-0.004013529193458967
2.701	0.2797492684540012	-9.79359378919728e-05	0.34672872134643407	-0.00406861492794444
2.803	0.29303651137943204	-8.37737453549653e-05	0.3617121065377207	-0.0042283599989952625
2.903	0.3063499420882663	-5.226365168817457e-05	0.3769265230808331	-0.005774447678548337
3.002	0.319633485492012	-4.021937674151168e-05	0.3907927332328842	-0.00458063807768544
3.124	0.33291744084334446	-2.836791286262317e-05	0.40644490027360386	-0.004724350959700862
3.201	0.3435418906240795	-3.162498117424908e-05	0.41916287504642574	-0.005305774423375255
3.302	0.35287609814390763	4.551118113746915e-06	0.43371125965485585	-0.004680076726226449
