0.0	0.0	0.0	0.7853981633974483	-0.00040286135287774825	-0.0008718694165720772	-0.0017445098733789091	-0.004853680627394885	-0.0007610186366387439	-0.007128004636010335	0.001515344621585407	-7.0814672646906	-7.189827974818043	7.23966857995919	7.131307869831747
0.023	0.0041887871424387485	0.004188777955403881	0.7853948735172889	-0.0004076454351106669	-0.0008861623364502839	-0.0017654935918639232	-0.0051389813139870455	-0.0005793097195789088	-0.0017738448526562409	0.0013936995944945243	-6.563829067827524	-7.194638393391335	7.764136823497878	7.133327497934067
0.052	0.008377555910807763	0.008377482414770614	0.7853850037324983	-0.00034698752686596697	-0.0009060370883717005	-0.0006424947011350588	-0.10214237282847308	-0.1157732707708845	0.25758482968355173	0.21055750462096967	-6.040308956051879	-7.192558012182411	8.273553995510595	7.121304939380062
0.064	0.0125662879311179	0.012566039883352606	0.7853685536101284	6.401407372940384e-05	-0.0009224689587955422	0.0011229368956069644	-0.20174070127944108	-0.22535177091358263	0.41186992292042535	0.3485402934764389	-5.511597789085971	-7.188126568833751	8.776344826538084	7.099816046790304
0.082	0.016754964829541228	0.016754376868981364	0.7853455224285562	6.401407372940384e-05	-0.0009224689587955422	0.0034408260129460562	-0.32254584175856876	-0.34944053109167544	0.5788767891282715	0.5009600538424304	-4.978516928243593	-7.180590524558021	9.0	7.071245972511045
0.105	0.020943568232491584	0.020942419883356957	0.7853159091774201	6.401407372940384e-05	-0.0009224689587955422	0.024021597827191953	-0.9738406822027058	-1.0077181210456483	1.3352494542807976	1.2228905263763084	-4.25776057301943	-6.939655532474483	9.0	6.943664051117826
0.123	0.02513207976670521	0.025130095443337472	0.7852797125575316	0.0005864776252658934	-0.0009363235213626013	0.029847161799276194	-1.1624485719157291	-1.198145393557405	1.5391573194671186	1.423233199375583	-3.6970243434389776	-6.892534369934134	9.0	6.890431781526514
0.141	0.029320481059321335	0.02931733007222834	0.7852369309807601	0.0007047910955109048	-0.0010682543752867876	0.04319340346719575	-1.554855548092717	-1.5922816206786192	1.9578657076523154	1.8321354409902657	-3.0303898070113737	-6.723549913010194	9.0	6.8220646435479235
0.162	0.03350875373796273	0.03350405030107149	0.7851875625698927	0.000609174771734942	-0.0013226838550372466	0.05898515520340989	-1.8766577006969418	-2.0111434720213035	2.383613295603781	2.254449130430181	-2.3168387731114297	-6.500295642815012	9.0	6.763243596551116
0.193	0.03769687943081635	0.037690182669934534	0.7851316051584697	0.0006763713018434373	-0.0013258617576417083	0.07667019077290835	-1.9242876235067732	-2.4330048632465884	2.7989598606421087	2.690642786874364	-1.60867307417763	-6.228586680302342	9.0	6.718180313465688
0.206	0.041884839766713915	0.04187565372919962	0.7850690562905925	0.001461660990146903	-0.0012820203954544214	0.09336401854104881	-1.8774344256257922	-2.618272453295635	3.018066556802872	2.903692780219706	-1.0964524474875348	-6.23873337663258	9.0	6.712753202184509
0.221	0.04607261637521246	0.0460603900408522	0.7849999132207074	0.001461660990146903	-0.0012820203954544214	0.11618907976298518	-1.683905072576899	-3.0569752405468287	3.444537011179278	3.3406682575754756	-0.18680091290280046	-5.604120378157488	9.0	6.632965554501792
0.24	0.05026019088667495	0.05024431817976955	0.7849241729133636	0.0038179732207627537	0.000331712572164176	0.14065317982173373	-1.4160920811126068	-3.4770522276804394	3.9067338736171404	3.7761961151766736	0.35086215102955015	-5.239978576473992	9.0	6.556163556912232
0.262	0.05444754493235085	0.05442736473500911	0.7848418320429458	0.004507326115935883	0.0006368687965452348	0.16415613551860844	-1.0775570345674792	-3.8500904757337917	4.370251066291484	4.212477412516782	1.0621726371012152	-4.821448732768592	9.0	6.550913507516651
0.292	0.058634660144456674	0.0586094563110965	0.7847528869933804	0.006230577556461552	0.0017084497421044947	0.20471053367795794	-0.5447242440035421	-3.88129975794765	5.0071158405579395	4.608496080624853	1.7986575667437128	-4.139611208662731	9.0	6.498425023273815
0.303	0.06282151815625658	0.06279051952931337	0.7846573338578171	0.007368545763108607	0.0024104538631971525	0.22194515713739071	-0.34467494140072497	-3.809205932609341	5.223971938803774	4.612858780851201	2.4018482671413253	-3.7858643991738443	9.0	6.541665451137273
0.329	0.06700810060214299	0.06697048102898491	0.784555168438284	0.012166777808300633	0.0046982358784324095	0.2397829852884479	0.05975535138445645	-3.550440090937361	5.636009734926213	4.577458749536029	2.722476219424261	-3.607992210006861	9.0	6.397793068885279
0.343	0.071194389117717	0.0711492674687669	0.784446386245318	0.013756943833646146	0.005852148060571626	0.24737748548531757	0.28207773863472585	-3.3885001325948596	5.856952605293265	4.616196068384927	3.201178070908966	-3.4053167680766276	9.0	6.464820539949755
0.362	0.07538036533986908	0.07532680552793272	0.7843309824975683	0.015087677171630011	0.007041477797544453	0.26737110417747134	0.7245363626429117	-3.0753354603032155	6.054049547606196	4.718288671022213	3.7786244613884743	-2.9584421422125198	9.0	6.550275643622578
0.385	0.07956601090685957	0.07950302190765975	0.7842089521213751	0.018829866240746198	0.010073810940226679	0.28705698140344976	1.166484863506869	-2.6850038114534938	6.074124524493845	4.72239121185656	4.106727103609411	-2.6084363221972353	9.0	6.544174109804798
0.403	0.08375130745839925	0.08367784333231548	0.7840802897503221	0.019915547693073746	0.010875049366898053	0.3155116059999308	1.6061286741556267	-2.3098430597526	6.167567449887487	4.811958404457828	4.7769940929356665	-1.9736581279828798	9.0	6.663023463368894
